"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","16-12-19","17-12-19","18-12-19","19-12-19","20-12-19","21-12-19","22-12-19","23-12-19","24-12-19","25-12-19"
14222,115006,"SRIKAKULAM","KOTHURU","Dimili1",83.981648,18.799471,77.98125,79.20125,79.64375,79.69875,76.91375,77.62875,78.415,73.94,75.2625,75.2025
14223,201093,"VIZIANAGARAM","KOMARADA","Nandapuram",83.422446,18.816224,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14224,204038,"VIZIANAGARAM","JIYYAMMAVALASA","Chintalabelagam",83.527103,18.811438,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14225,128004,"SRIKAKULAM","MANDASA","Sariapalle",84.499201,18.797372,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14226,190927,"SRIKAKULAM","KOTHURU","HILL2",84.005129,18.77512,77.98125,79.20125,79.64375,79.69875,76.91375,77.62875,78.415,73.94,75.2625,75.2025
14227,204028,"VIZIANAGARAM","JIYYAMMAVALASA","BommikaJagannadhapuram",83.584772,18.801308,74.92875,75.40125,74.61625,75.385,76.00375,75.245,76.315,70.7975,69.215,70.445
14228,204041,"VIZIANAGARAM","JIYYAMMAVALASA","Tummalavalasa",83.538129,18.806377,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14229,132052,"SRIKAKULAM","MANDASA","Laxmipuram12",84.548077,18.797015,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14230,201097,"VIZIANAGARAM","KOMARADA","Parasurampuram",83.461316,18.808115,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14231,190928,"SRIKAKULAM","PALASA","ITTAPADU",84.418845,18.801008,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
